medico,comentarios,Data,del
natalia belsuzarri,"P
Patrícia
Perfil verificado
4 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Extremamente atenciosa e excelente profissional.
Solicitar revisão",2023-10-04 00:00:00,0
natalia belsuzarri,Extremamente atenciosa e excelente profissional.,,1
natalia belsuzarri,"J
Juliana Cezar
Perfil verificado
21 de setembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Dra Natalia, é atenciosa, explica de forma clara e objetiva. Fez muitas perguntas a fim de diagnóstico e incluiu a família no contexto, o que achei bem interessante para o nosso caso. Gostamos muito da consulta.
Solicitar revisão",2023-09-21 00:00:00,0
natalia belsuzarri,"Dra Natalia, é atenciosa, explica de forma clara e objetiva. Fez muitas perguntas a fim de diagnóstico e incluiu a família no contexto, o que achei bem interessante para o nosso caso. Gostamos muito da consulta.",,1
natalia belsuzarri,"O
Odenir Santos
Perfil verificado
21 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Teleconsulta
Excelente profissional! Explica nos mínimos detalhes de uma forma muito clara cada etapa do tratamento, as dúvidas que podemos ter e etc.
Solicitar revisão",2023-08-21 00:00:00,0
natalia belsuzarri,"Excelente profissional! Explica nos mínimos detalhes de uma forma muito clara cada etapa do tratamento, as dúvidas que podemos ter e etc.",,1
natalia belsuzarri,"T
Tatiane
Perfil verificado
21 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Tratamento de transtornos psiquiátricos no puerpério
Excelente profissional, atende muito bem sempre está pronta para ajudar.
Solicitar revisão",2023-08-21 00:00:00,0
natalia belsuzarri,"Excelente profissional, atende muito bem sempre está pronta para ajudar.",,1
natalia belsuzarri,"B
Bruna
Perfil verificado
7 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Ótima profissional, muito atenciosa. O consultório muito aconchegante também.
Solicitar revisão",2023-08-07 00:00:00,0
natalia belsuzarri,"Ótima profissional, muito atenciosa. O consultório muito aconchegante também.",,1
natalia belsuzarri,"E
Eduarda Longui
Perfil verificado
2 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Profissional super atenciosa, paciente e interessada em ajudar. Já tinha ido em alguns psiquiatras antes, mas a Dra Natália foi a qual mais me identifiquei.
Solicitar revisão",2023-08-02 00:00:00,0
natalia belsuzarri,"Profissional super atenciosa, paciente e interessada em ajudar. Já tinha ido em alguns psiquiatras antes, mas a Dra Natália foi a qual mais me identifiquei.",,1
natalia belsuzarri,"M
Michelle
Perfil verificado
2 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Dra. Natália é bastante atenciosa, presta mta atenção no que o paciente relata. Tenho mta confiança nas orientações que ela faz. Profissional excelente.
Solicitar revisão",2023-08-02 00:00:00,0
natalia belsuzarri,"Dra. Natália é bastante atenciosa, presta mta atenção no que o paciente relata. Tenho mta confiança nas orientações que ela faz. Profissional excelente.",,1
natalia belsuzarri,"A
Ana Rosa Van Roey Alvariz Foch-Arigony
Perfil verificado
2 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Consulta excelente! A consulta de Doutora Natália é totalmente eficaz e boa!
Solicitar revisão",2023-08-02 00:00:00,0
natalia belsuzarri,Consulta excelente! A consulta de Doutora Natália é totalmente eficaz e boa!,,1
natalia belsuzarri,"F
Fernanda
Perfil verificado
30 de junho de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Teleconsulta
Dra. Acolhedora, atenciosa, me senti bem recebida, e estou ansiosa pelo tratamento e próximas consultas, me sinto positiva após a consulta e creio que teremos juntas bons resultados!
Solicitar revisão",2023-06-30 00:00:00,0
natalia belsuzarri,"Dra. Acolhedora, atenciosa, me senti bem recebida, e estou ansiosa pelo tratamento e próximas consultas, me sinto positiva após a consulta e creio que teremos juntas bons resultados!",,1
natalia belsuzarri,"M
Michele
Perfil verificado
15 de junho de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Minha primeira consulta gostei mto Dra mto atenciosa
Solicitar revisão",2023-06-15 00:00:00,0
natalia belsuzarri,Minha primeira consulta gostei mto Dra mto atenciosa,,1
natalia belsuzarri,"G
Gabriela Mazzuia
Perfil verificado
14 de junho de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
A consulta foi esclarecedora, conduta sensível e empática.
Solicitar revisão",2023-06-14 00:00:00,0
natalia belsuzarri,"A consulta foi esclarecedora, conduta sensível e empática.",,1
natalia belsuzarri,"Paciente
Perfil verificado
12 de junho de 2023
Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Dr. Natalia sempre atenciosa, explica tudo com clareza. Excelente profissional.
Solicitar revisão",2023-06-12 00:00:00,0
natalia belsuzarri,"Dr. Natalia sempre atenciosa, explica tudo com clareza. Excelente profissional.",,1
natalia belsuzarri,"M
Maria Vitoria
Perfil verificado
1 de junho de 2023
Local: Consulta online - Telemedicina • Teleconsulta
O atendimento é feito com muito cuidado, atenção e humanidade. A dra é muito paciente em nos escutar e atenta aos detalhes. Me senti muito confortável e acolhida.
Explicou detalhadamente como seria o tratamento e já no primeiro mês percebi a melhora na qualidade de vida.
Recomendo fortemente.
Solicitar revisão",2023-06-01 00:00:00,0
natalia belsuzarri,"O atendimento é feito com muito cuidado, atenção e humanidade. A dra é muito paciente em nos escutar e atenta aos detalhes. Me senti muito confortável e acolhida.
Explicou detalhadamente como seria o tratamento e já no primeiro mês percebi a melhora na qualidade de vida.
Recomendo fortemente.",,1
natalia belsuzarri,"M
Marcela
Perfil verificado
28 de maio de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri
Médica extremamente comprometida com o paciente, explicação clara e objetiva do tratamento proposto. Profissional excepcional! Feliz em ter encontrado a Dra Nathalia.
Solicitar revisão",2023-05-28 00:00:00,0
natalia belsuzarri,"Médica extremamente comprometida com o paciente, explicação clara e objetiva do tratamento proposto. Profissional excepcional! Feliz em ter encontrado a Dra Nathalia.",,1
natalia belsuzarri,"D
Daniele Gallego
Perfil verificado
23 de maio de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Profissional maravilhosa! Muito atenciosa, detalha claramente todos os pontos e é muito simpática.
Solicitar revisão",2023-05-23 00:00:00,0
natalia belsuzarri,"Profissional maravilhosa! Muito atenciosa, detalha claramente todos os pontos e é muito simpática.",,1
natalia belsuzarri,"D
Debora Camila Monteiro
Perfil verificado
12 de maio de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Atenciosa, passa as informaçãoes com bastante clareza
Solicitar revisão",2023-05-12 00:00:00,0
natalia belsuzarri,"Atenciosa, passa as informaçãoes com bastante clareza",,1
natalia belsuzarri,"B
Bárbara
Perfil verificado
10 de maio de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Primeira consulta Psiquiatria
Gostei muito da Doutora, teve paciência e interesse em saber dos meus problemas e me ajudou a entender o meu diagnóstico. Estou com esperança que o tratamento vai dar certo.
Solicitar revisão",2023-05-10 00:00:00,0
natalia belsuzarri,"Gostei muito da Doutora, teve paciência e interesse em saber dos meus problemas e me ajudou a entender o meu diagnóstico. Estou com esperança que o tratamento vai dar certo.",,1
natalia belsuzarri,"G
Genivaldo
Perfil verificado
27 de abril de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Estou em processo de tratamento com a dr Natália, posso dizer que estou aprendendo a lidar com meu próprio Eu, agradeço muito a atenção e os conselhos excelente profissional
Solicitar revisão",2023-04-27 00:00:00,0
natalia belsuzarri,"Estou em processo de tratamento com a dr Natália, posso dizer que estou aprendendo a lidar com meu próprio Eu, agradeço muito a atenção e os conselhos excelente profissional",,1
natalia belsuzarri,"B
Bia
Perfil verificado
26 de abril de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Foi incrível! Ela é uma excelente profissional, me deu detalhes sobre tudo, simplesmente a melhor médica que já fui! Obrigada
Solicitar revisão",2023-04-26 00:00:00,0
natalia belsuzarri,"Foi incrível! Ela é uma excelente profissional, me deu detalhes sobre tudo, simplesmente a melhor médica que já fui! Obrigada",,1
natalia belsuzarri,"J
Jurandir Fernandes
Perfil verificado
19 de abril de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Ótima médica. Atenciosa e com perguntas muito direcionadas e cirúrgicas. Eu adorei!
Solicitar revisão",2023-04-19 00:00:00,0
natalia belsuzarri,Ótima médica. Atenciosa e com perguntas muito direcionadas e cirúrgicas. Eu adorei!,,1
natalia belsuzarri,"Paciente
Perfil verificado
15 de abril de 2023
Local: Consultório Dra Natalia Belsuzarri
Soube explanar muito bem a respeito do meu tratamento. Saí com esperanças do consultório!
Solicitar revisão",2023-04-15 00:00:00,0
natalia belsuzarri,Soube explanar muito bem a respeito do meu tratamento. Saí com esperanças do consultório!,,1
natalia belsuzarri,"Paciente
Perfil verificado
15 de abril de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Excelente profissional: tecnicamente competente, humana, empática e atenciosa. Recomendo para todos
Solicitar revisão",2023-04-15 00:00:00,0
natalia belsuzarri,"Excelente profissional: tecnicamente competente, humana, empática e atenciosa. Recomendo para todos",,1
natalia belsuzarri,"Y
Yasmin
Perfil verificado
10 de abril de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Encontrar a doutora Natalia foi uma das melhores coisas da minha vida em todos esses anos de tratamento
Ela é uma profissional excepcional
Solicitar revisão",2023-04-10 00:00:00,0
natalia belsuzarri,"Encontrar a doutora Natalia foi uma das melhores coisas da minha vida em todos esses anos de tratamento
Ela é uma profissional excepcional",,1
natalia belsuzarri,"D
Daniel Pastor De Oliveira
Perfil verificado
5 de abril de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
A Dr. Natalia é uma excelente profissional educada e gentil, é bem atenciosa, bastante calma, e pontual.
Eu a recomendo.
Solicitar revisão",2023-04-05 00:00:00,0
natalia belsuzarri,"A Dr. Natalia é uma excelente profissional educada e gentil, é bem atenciosa, bastante calma, e pontual.
Eu a recomendo.",,1
natalia belsuzarri,"G
Giovana ANTUNES
Perfil verificado
31 de março de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Primeira consulta Psiquiatria
Foi muito bom , gostei bastante.
Muito atenciosa..
Solicitar revisão",2023-03-31 00:00:00,0
natalia belsuzarri,"Foi muito bom , gostei bastante.
Muito atenciosa..",,1
natalia belsuzarri,"S
Silmara
Perfil verificado
22 de março de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Muito atenciosa e sabe tem domínio sobre o que fala. Recomendo muito
Solicitar revisão",2023-03-22 00:00:00,0
natalia belsuzarri,Muito atenciosa e sabe tem domínio sobre o que fala. Recomendo muito,,1
natalia belsuzarri,"Paciente
Perfil verificado
22 de março de 2023
Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Como primeira consulta gostei muito, faz várias perguntas que levam a um diagnóstico bastante acertivo. Profissional muito tranquila, competente e ponderada. Indico.
Solicitar revisão",2023-03-22 00:00:00,0
natalia belsuzarri,"Como primeira consulta gostei muito, faz várias perguntas que levam a um diagnóstico bastante acertivo. Profissional muito tranquila, competente e ponderada. Indico.",,1
natalia belsuzarri,"A
Anna
Perfil verificado
14 de março de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
A Dra. Natália foi totalmente pontual e atenciosa em nossa primeira consulta. Demonstrou um bom domínio técnico sobre diagnósticos aliado com empatia! Estou esperançosa com o tratamento devido ao seu cuidado nesse primeiro momento
Solicitar revisão",2023-03-14 00:00:00,0
natalia belsuzarri,A Dra. Natália foi totalmente pontual e atenciosa em nossa primeira consulta. Demonstrou um bom domínio técnico sobre diagnósticos aliado com empatia! Estou esperançosa com o tratamento devido ao seu cuidado nesse primeiro momento,,1
natalia belsuzarri,"J
Jéssica Yule
Perfil verificado
13 de março de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Encontrar psiquiatra bom nem sempre é fácil e por isso pedi indicação a outro especialista para chegar até a Dra Natália. Na consulta me senti segura com as informações passadas e, como sou farmacêutica, tenho dúvidas e algumas resistências com ""protocolos de tratamento"", entretanto a Dra me passou confiança sobre o tratamento proposto.
Solicitar revisão",2023-03-13 00:00:00,0
natalia belsuzarri,"Encontrar psiquiatra bom nem sempre é fácil e por isso pedi indicação a outro especialista para chegar até a Dra Natália. Na consulta me senti segura com as informações passadas e, como sou farmacêutica, tenho dúvidas e algumas resistências com ""protocolos de tratamento"", entretanto a Dra me passou confiança sobre o tratamento proposto.",,1
natalia belsuzarri,"L
Leonia
Perfil verificado
9 de março de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Atenciosa, ética e uma excelente profissional. Super recomendo
Solicitar revisão",2023-03-09 00:00:00,0
natalia belsuzarri,"Atenciosa, ética e uma excelente profissional. Super recomendo",,1
natalia belsuzarri,"L
Larissa Dalzotto
Perfil verificado
7 de março de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Foi minha primeira consulta com a Doutora, e eu fiquei extremamente surpresa com o nível de detalhes que ela me perguntou e o quanto quis saber sobre minhas experiências antes de qualquer coisa. Tive algumas experiências ruins com psiquiatras durante a vida, mas a Dra Natália com certeza não é uma delas, atenciosa, compreensiva e empática. Finalmente tive o diagnóstico que me libertou do que me prendia por tantos anos, me atormentava e me inibia de conhecer a mim mesma. Finalmente posso me tratar da melhor forma. Obrigada por você existir!
Solicitar revisão",2023-03-07 00:00:00,0
natalia belsuzarri,"Foi minha primeira consulta com a Doutora, e eu fiquei extremamente surpresa com o nível de detalhes que ela me perguntou e o quanto quis saber sobre minhas experiências antes de qualquer coisa. Tive algumas experiências ruins com psiquiatras durante a vida, mas a Dra Natália com certeza não é uma delas, atenciosa, compreensiva e empática. Finalmente tive o diagnóstico que me libertou do que me prendia por tantos anos, me atormentava e me inibia de conhecer a mim mesma. Finalmente posso me tratar da melhor forma. Obrigada por você existir!",,1
natalia belsuzarri,"M
Mikaela stefany
Perfil verificado
16 de fevereiro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Amei, procura sempre o melhor tratamento. Não penso duas vezes em me tratar com ela!
Solicitar revisão",2023-02-16 00:00:00,0
natalia belsuzarri,"Amei, procura sempre o melhor tratamento. Não penso duas vezes em me tratar com ela!",,1
natalia belsuzarri,"A
Alexandre Lagos
Perfil verificado
12 de fevereiro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Na verdade , quem está passando pelas consultas é minha filha , mas temos acompanhado de perto o tratamento e desde o primeiro dia, podemos afirmar que a Dra Natalia se mostrou muito envolvida e está sendo ainda, bastante investigativa, no que diz respeito às origens dos problemas relacionados à depressão, um possível TDAH, etc...
Foram apenas duas consultas mas estamos todos muito confiantes, inclusive a minha filha.
Solicitar revisão",2023-02-12 00:00:00,0
natalia belsuzarri,"Na verdade , quem está passando pelas consultas é minha filha , mas temos acompanhado de perto o tratamento e desde o primeiro dia, podemos afirmar que a Dra Natalia se mostrou muito envolvida e está sendo ainda, bastante investigativa, no que diz respeito às origens dos problemas relacionados à depressão, um possível TDAH, etc...
Foram apenas duas consultas mas estamos todos muito confiantes, inclusive a minha filha.",,1
natalia belsuzarri,"E
Edson Gonçalves
Perfil verificado
25 de janeiro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Estou em um momento delicado de saúde física e emocional e a Dra Natalia foi espetacular desde nosso primeiro contato. Muito atenciosa, explica tudo com clareza e didática e sempre com um sorriso que transmite serenida e profissionalismo. Continuo me tratando com ela sem dúvidas.
Somente elogios! Recomendo!!
Solicitar revisão",2023-01-25 00:00:00,0
natalia belsuzarri,"Estou em um momento delicado de saúde física e emocional e a Dra Natalia foi espetacular desde nosso primeiro contato. Muito atenciosa, explica tudo com clareza e didática e sempre com um sorriso que transmite serenida e profissionalismo. Continuo me tratando com ela sem dúvidas.
Somente elogios! Recomendo!!",,1
natalia belsuzarri,"A
Ana Júlia
Perfil verificado
24 de janeiro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
eu amei! me tratou com muito respeito, me senti muito confortável. ela me explicou certinho tudo. além de tudo, consultas online são a salvação pra quem pretende se mudar. sem reclamação, apenas elogios.
Solicitar revisão",2023-01-24 00:00:00,0
natalia belsuzarri,"eu amei! me tratou com muito respeito, me senti muito confortável. ela me explicou certinho tudo. além de tudo, consultas online são a salvação pra quem pretende se mudar. sem reclamação, apenas elogios.",,1
natalia belsuzarri,"G
Giseli
Perfil verificado
21 de dezembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Primeira consulta Psiquiatria
Há anos faço tratamento psiquiátrico e a dra. Natalia foi a única profissional até hoje que se interessou em me ajudar de verdade. Atenciosa, humana, empatica, interessada.
Solicitar revisão",2022-12-21 00:00:00,0
natalia belsuzarri,"Há anos faço tratamento psiquiátrico e a dra. Natalia foi a única profissional até hoje que se interessou em me ajudar de verdade. Atenciosa, humana, empatica, interessada.",,1
natalia belsuzarri,"R
Raul
Perfil verificado
18 de novembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Teleconsulta
Sem palavras para descrever a atenção e o cuidado, além de ter vasto conhecimento e profissionalismo
Solicitar revisão",2022-11-18 00:00:00,0
natalia belsuzarri,"Sem palavras para descrever a atenção e o cuidado, além de ter vasto conhecimento e profissionalismo",,1
natalia belsuzarri,"M
Marcus Vinicius
Perfil verificado
1 de novembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Laudo de sanidade mental para concurso
Profissional muito atenciosa, empática e conseguiu ser assertiva nas perguntas, fazendo a consulta fluir muito bem.
Solicitar revisão",2022-11-01 00:00:00,0
natalia belsuzarri,"Profissional muito atenciosa, empática e conseguiu ser assertiva nas perguntas, fazendo a consulta fluir muito bem.",,1
natalia belsuzarri,"Paciente
Perfil verificado
31 de outubro de 2022
Local: Consultório Dra Natalia Belsuzarri • Primeira consulta Psiquiatria
Pontual, boa localização, bom consultório
Atenciosa na consulta, explicou a proposta de tratamento
Solicitar revisão",2022-10-31 00:00:00,0
natalia belsuzarri,"Pontual, boa localização, bom consultório
Atenciosa na consulta, explicou a proposta de tratamento",,1
natalia belsuzarri,"V
Valdigenia
Perfil verificado
26 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Ótimo atendimento....me atendeu sem pressa,me ouviu,me entendeu...vai continuar sendo minha doutora com certeza!!!Super solicita com a minha situação,me atendeu super rápido...
Solicitar revisão",2022-10-26 00:00:00,0
natalia belsuzarri,"Ótimo atendimento....me atendeu sem pressa,me ouviu,me entendeu...vai continuar sendo minha doutora com certeza!!!Super solicita com a minha situação,me atendeu super rápido...",,1
natalia belsuzarri,"J
Jéssica Bastos
Perfil verificado
21 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Dra. Natália foi excelente. Me senti acolhida e segura durante todo o atendimento. Foi a minha primeira experiência com uma profissional da psiquiatria e estou feliz com a escolha que fiz em procurá-la.
Solicitar revisão",2022-10-21 00:00:00,0
natalia belsuzarri,Dra. Natália foi excelente. Me senti acolhida e segura durante todo o atendimento. Foi a minha primeira experiência com uma profissional da psiquiatria e estou feliz com a escolha que fiz em procurá-la.,,1
natalia belsuzarri,"S
Samanta Cunha
Perfil verificado
19 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Fui hoje na minha primeira consulta com a dra, e fiquei impressionada! Muito atenciosa e gentil. Com certeza voltarei!
Solicitar revisão",2022-10-19 00:00:00,0
natalia belsuzarri,"Fui hoje na minha primeira consulta com a dra, e fiquei impressionada! Muito atenciosa e gentil. Com certeza voltarei!",,1
natalia belsuzarri,"J
Jaciara
Perfil verificado
18 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Gostei muito, foi a minha primeira experiência em consulta on-line. Muito prático e cômodo,tranquilo. Gostei de tudo
Solicitar revisão",2022-10-18 00:00:00,0
natalia belsuzarri,"Gostei muito, foi a minha primeira experiência em consulta on-line. Muito prático e cômodo,tranquilo. Gostei de tudo",,1
natalia belsuzarri,"F
Fabíola
Perfil verificado
8 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Primeira consulta Psiquiatria
Profissional atenciosa que busca conhecer a trajetória do paciente e deixa claro o tratamento a seguir.
Solicitar revisão",2022-10-08 00:00:00,0
natalia belsuzarri,Profissional atenciosa que busca conhecer a trajetória do paciente e deixa claro o tratamento a seguir.,,1
natalia belsuzarri,"M
Michelle Barbosa
Perfil verificado
3 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Excelente profissional; atenciosa; tenta entender o paciente a fundo, pontual, consegue deixar a anamnese bem leve e fluida.
Solicitar revisão",2022-10-03 00:00:00,0
natalia belsuzarri,"Excelente profissional; atenciosa; tenta entender o paciente a fundo, pontual, consegue deixar a anamnese bem leve e fluida.",,1
natalia belsuzarri,"P
Patrícia
Perfil verificado
28 de setembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Achei a Dra extremamente empática, cuidadosa, atenciosa e pontual. Abordagem muito rica em detalhes e explicação de todo o processo.
Solicitar revisão",2022-09-28 00:00:00,0
natalia belsuzarri,"Achei a Dra extremamente empática, cuidadosa, atenciosa e pontual. Abordagem muito rica em detalhes e explicação de todo o processo.",,1
natalia belsuzarri,"A
Alex Rivera
Perfil verificado
21 de setembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Estou fazendo acompanhamento com a Dra Natalia já faz alguns meses e desde a primeira consulta me senti muito bem acolhida, ela realmente se importa e faz dezenas de perguntas para compreender melhor toda a sua história.
Super pontual e preocupada com o acompanhamento após a consulta. Ela também entrou em contato com a minha psicóloga para melhor entendimento do meu caso.
Só tenho a agradecer, minha vida só melhorou depois de ter a Dra Natalia como minha psiquiatra!
Solicitar revisão",2022-09-21 00:00:00,0
natalia belsuzarri,"Estou fazendo acompanhamento com a Dra Natalia já faz alguns meses e desde a primeira consulta me senti muito bem acolhida, ela realmente se importa e faz dezenas de perguntas para compreender melhor toda a sua história.
Super pontual e preocupada com o acompanhamento após a consulta. Ela também entrou em contato com a minha psicóloga para melhor entendimento do meu caso.
Só tenho a agradecer, minha vida só melhorou depois de ter a Dra Natalia como minha psiquiatra!",,1
natalia belsuzarri,"D
Debora
Perfil verificado
8 de setembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Pontual, muito atenciosa e me ajudou bastante, muito difícil descrever com apenas a primeira consulta mas certamente já marquei minha próxima consulta
Solicitar revisão",2022-09-08 00:00:00,0
natalia belsuzarri,"Pontual, muito atenciosa e me ajudou bastante, muito difícil descrever com apenas a primeira consulta mas certamente já marquei minha próxima consulta",,1
natalia belsuzarri,"A
Ana Carla
Perfil verificado
26 de agosto de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Excelente profissional! Muito segura, simpática, preocupada, responsável, acolhedora, clara na abordagem e em suas orientações.
Solicitar revisão",2022-08-26 00:00:00,0
natalia belsuzarri,"Excelente profissional! Muito segura, simpática, preocupada, responsável, acolhedora, clara na abordagem e em suas orientações.",,1
natalia belsuzarri,"K
Karina
Perfil verificado
19 de agosto de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Já passei em varios psiquiatras mas a dra Natalia é realmente diferenciada. Além de excelente médica, é muito atenciosa e assertiva no tratamento, passa segurança ao paciente.
Solicitar revisão",2022-08-19 00:00:00,0
natalia belsuzarri,"Já passei em varios psiquiatras mas a dra Natalia é realmente diferenciada. Além de excelente médica, é muito atenciosa e assertiva no tratamento, passa segurança ao paciente.",,1
natalia belsuzarri,"C
César Henrique Sena
Perfil verificado
15 de junho de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Excelente profissional, super atenciosa, ouve tudo e busca sempre as melhores palavras para um bom entendimento.
Solicitar revisão",2022-06-15 00:00:00,0
natalia belsuzarri,"Excelente profissional, super atenciosa, ouve tudo e busca sempre as melhores palavras para um bom entendimento.",,1
natalia belsuzarri,"E
Eldra Carvalho
Perfil verificado
7 de junho de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Dra Natalia e maravilhosa. Escuta com muita paciência. Eplica super bem
e faz um atendimento mui competentes. Super indico.
Solicitar revisão",2022-06-07 00:00:00,0
natalia belsuzarri,"Dra Natalia e maravilhosa. Escuta com muita paciência. Eplica super bem
e faz um atendimento mui competentes. Super indico.",,1
natalia belsuzarri,"P
Paula Regina Ribeiro
Perfil verificado
31 de maio de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Teleconsulta
Dra. Natalia é extremamente amável, atenciosa e dedicada! Explica cada detalhe e esclarece de uma forma que, eu como leiga, entendo e consigo aplicar nos cuidados do meu Pai, que é idoso. A cada consulta é uma lição aprendida e mais carinho consigo dar aos cuidados com meu Pai. Recomendo com toda certeza a Dra. Natalia! Faço consultas por telemedicina e o aproveitamento é excelente!
Solicitar revisão",2022-05-31 00:00:00,0
natalia belsuzarri,"Dra. Natalia é extremamente amável, atenciosa e dedicada! Explica cada detalhe e esclarece de uma forma que, eu como leiga, entendo e consigo aplicar nos cuidados do meu Pai, que é idoso. A cada consulta é uma lição aprendida e mais carinho consigo dar aos cuidados com meu Pai. Recomendo com toda certeza a Dra. Natalia! Faço consultas por telemedicina e o aproveitamento é excelente!",,1
natalia belsuzarri,"P
Patricia
Perfil verificado
13 de maio de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta domiciliar Psiquiatria
Profissional calma, amável e detalhista na explicação e conduta com o paciente. Escuta cada detalhe e se mostrou super acolhedora. Recomendo muito!

Solicitar revisão",2022-05-13 00:00:00,0
natalia belsuzarri,"Profissional calma, amável e detalhista na explicação e conduta com o paciente. Escuta cada detalhe e se mostrou super acolhedora. Recomendo muito!",,1
